definedIn,groupName,groupId,groupLen,name,offset,type,validParse,sourceLine
Created4V3,RecMotor,10090,152,lbVolts,43,short,True,lbVolts = ((float) payloadBB.getShort(43)) / 10.0f;
Created4V3,RecMotor,10090,152,lbTemp,45,short,True,lbTemp = payloadBB.getShort(45);
Created4V3,RecMotor,10090,152,lbPPM_recv,47,short,True,lbPPM_recv = payloadBB.getShort(47);
Created4V3,RecMotor,10090,152,lbV_out,49,short,True,lbV_out = ((float) payloadBB.getShort(49)) / 10.0f;
Created4V3,RecMotor,10090,152,rbCurrent,58,short,True,rbCurrent = ((float) payloadBB.getShort(58)) / 100.0f;
Created4V3,RecMotor,10090,152,rbSpeed,60,short,True,rbSpeed = payloadBB.getShort(60);
Created4V3,RecMotor,10090,152,rbVolts,62,short,True,rbVolts = ((float) payloadBB.getShort(62)) / 10.0f;
Created4V3,RecMotor,10090,152,rbTemp,64,short,True,rbTemp = payloadBB.getShort(64);
Created4V3,RecMotor,10090,152,rbPPM_recv,66,short,True,rbPPM_recv = payloadBB.getShort(66);
Created4V3,RecMotor,10090,152,rbV_out,68,short,True,rbV_out = ((float) payloadBB.getShort(68)) / 10.0f;
Created4V3,RecMotor,10090,152,rfCurrent,1,short,True,rfCurrent = ((float) payloadBB.getShort(1)) / 100.0f;
Created4V3,RecMotor,10090,152,rfSpeed,3,short,True,rfSpeed = payloadBB.getShort(3);
Created4V3,RecMotor,10090,152,rfVolts,5,short,True,rfVolts = ((float) payloadBB.getShort(5)) / 10.0f;
Created4V3,RecMotor,10090,152,rfTemp,7,short,True,rfTemp = payloadBB.getShort(7);
Created4V3,RecMotor,10090,152,rfPPM_recv,9,short,True,rfPPM_recv = payloadBB.getShort(9);
Created4V3,RecMotor,10090,152,rfV_out,11,short,True,rfV_out = ((float) payloadBB.getShort(11)) / 10.0f;
Created4V3,RecMotor,10090,152,lfCurrent,20,short,True,lfCurrent = ((float) payloadBB.getShort(20)) / 100.0f;
Created4V3,RecMotor,10090,152,lfSpeed,22,short,True,lfSpeed = payloadBB.getShort(22);
Created4V3,RecMotor,10090,152,lfVolts,24,short,True,lfVolts = ((float) payloadBB.getShort(24)) / 10.0f;
Created4V3,RecMotor,10090,152,lfTemp,26,short,True,lfTemp = payloadBB.getShort(26);
Created4V3,RecMotor,10090,152,lfPPM_recv,28,short,True,lfPPM_recv = payloadBB.getShort(28);
Created4V3,RecMotor,10090,152,lfV_out,30,short,True,lfV_out = ((float) payloadBB.getShort(30)) / 10.0f;
Created4V3,RecMotor,10090,152,lsCurrent,39,short,True,lsCurrent = ((float) payloadBB.getShort(39)) / 100.0f;
Created4V3,RecMotor,10090,152,lsSpeed,41,short,True,lsSpeed = payloadBB.getShort(41);
Created4V3,RecMotor,10090,152,lsVolts,43,short,True,lsVolts = ((float) payloadBB.getShort(43)) / 10.0f;
Created4V3,RecMotor,10090,152,lsTemp,45,short,True,lsTemp = payloadBB.getShort(45);
Created4V3,RecMotor,10090,152,lsPPM_recv,47,short,True,lsPPM_recv = payloadBB.getShort(47);
Created4V3,RecMotor,10090,152,lsV_out,49,short,True,lsV_out = ((float) payloadBB.getShort(49)) / 10.0f;
Created4V3,RecMotor,10090,152,lbCurrent,58,short,True,lbCurrent = ((float) payloadBB.getShort(58)) / 100.0f;
Created4V3,RecMotor,10090,152,lbSpeed,60,short,True,lbSpeed = payloadBB.getShort(60);
Created4V3,RecMotor,10090,152,lbVolts,62,short,True,lbVolts = ((float) payloadBB.getShort(62)) / 10.0f;
Created4V3,RecMotor,10090,152,lbTemp,64,short,True,lbTemp = payloadBB.getShort(64);
Created4V3,RecMotor,10090,152,lbPPM_recv,66,short,True,lbPPM_recv = payloadBB.getShort(66);
Created4V3,RecMotor,10090,152,lbV_out,68,short,True,lbV_out = ((float) payloadBB.getShort(68)) / 10.0f;
Created4V3,RecMotor,10090,152,rbCurrent,77,short,True,rbCurrent = ((float) payloadBB.getShort(77)) / 100.0f;
Created4V3,RecMotor,10090,152,rbSpeed,79,short,True,rbSpeed = payloadBB.getShort(79);
Created4V3,RecMotor,10090,152,rbVolts,81,short,True,rbVolts = ((float) payloadBB.getShort(81)) / 10.0f;
Created4V3,RecMotor,10090,152,rbTemp,83,short,True,rbTemp = payloadBB.getShort(83);
Created4V3,RecMotor,10090,152,rbPPM_recv,85,short,True,rbPPM_recv = payloadBB.getShort(85);
Created4V3,RecMotor,10090,152,rbV_out,87,short,True,rbV_out = ((float) payloadBB.getShort(87)) / 10.0f;
Created4V3,RecMotor,10090,152,rsCurrent,96,short,True,rsCurrent = ((float) payloadBB.getShort(96)) / 100.0f;
Created4V3,RecMotor,10090,152,rsSpeed,98,short,True,rsSpeed = payloadBB.getShort(98);
Created4V3,RecMotor,10090,152,rsVolts,100,short,True,rsVolts = ((float) payloadBB.getShort(100)) / 10.0f;
Created4V3,RecMotor,10090,152,rsTemp,102,short,True,rsTemp = payloadBB.getShort(102);
Created4V3,RecMotor,10090,152,rsPPM_recv,104,short,True,rsPPM_recv = payloadBB.getShort(104);
Created4V3,RecMotor,10090,152,rsV_out,106,short,True,rsV_out = ((float) payloadBB.getShort(106)) / 10.0f;
Created4V3,RecMotor,10090,169,rfCurrent,1,short,True,rfCurrent = ((float) payloadBB.getShort(1)) / 100.0f;
Created4V3,RecMotor,10090,169,rfSpeed,3,short,True,rfSpeed = payloadBB.getShort(3);
Created4V3,RecMotor,10090,169,rfVolts,5,short,True,rfVolts = ((float) payloadBB.getShort(5)) / 10.0f;
Created4V3,RecMotor,10090,169,rfTemp,7,short,True,rfTemp = payloadBB.getShort(7);
Created4V3,RecMotor,10090,169,rfPPM_recv,9,short,True,rfPPM_recv = payloadBB.getShort(9);
Created4V3,RecMotor,10090,169,rfV_out,11,short,True,rfV_out = ((float) payloadBB.getShort(11)) / 10.0f;
Created4V3,RecMotor,10090,169,rfPPM_send,19,UInt16,True,rfPPM_send = _payload.getUnsignedShort(19);
Created4V3,RecMotor,10090,169,lfCurrent,22,short,True,lfCurrent = ((float) payloadBB.getShort(22)) / 100.0f;
Created4V3,RecMotor,10090,169,lfSpeed,24,short,True,lfSpeed = payloadBB.getShort(24);
Created4V3,RecMotor,10090,169,lfVolts,26,short,True,lfVolts = ((float) payloadBB.getShort(26)) / 10.0f;
Created4V3,RecMotor,10090,169,lfTemp,28,short,True,lfTemp = payloadBB.getShort(28);
Created4V3,RecMotor,10090,169,lfPPM_recv,30,short,True,lfPPM_recv = payloadBB.getShort(30);
Created4V3,RecMotor,10090,169,lfV_out,32,short,True,lfV_out = ((float) payloadBB.getShort(32)) / 10.0f;
Created4V3,RecMotor,10090,169,lfPPM_send,40,UInt16,True,lfPPM_send = _payload.getUnsignedShort(40);
Created4V3,RecMotor,10090,169,lbCurrent,43,short,True,lbCurrent = ((float) payloadBB.getShort(43)) / 100.0f;
Created4V3,RecMotor,10090,169,lbSpeed,45,short,True,lbSpeed = payloadBB.getShort(45);
Created4V3,RecMotor,10090,169,lbVolts,47,short,True,lbVolts = ((float) payloadBB.getShort(47)) / 10.0f;
Created4V3,RecMotor,10090,169,lbTemp,49,short,True,lbTemp = payloadBB.getShort(49);
Created4V3,RecMotor,10090,169,lbPPM_recv,51,short,True,lbPPM_recv = payloadBB.getShort(51);
Created4V3,RecMotor,10090,169,lbV_out,53,short,True,lbV_out = ((float) payloadBB.getShort(53)) / 10.0f;
Created4V3,RecMotor,10090,169,lbPPM_send,61,UInt16,True,lbPPM_send = _payload.getUnsignedShort(61);
Created4V3,RecMotor,10090,169,rbCurrent,64,short,True,rbCurrent = ((float) payloadBB.getShort(64)) / 100.0f;
Created4V3,RecMotor,10090,169,rbSpeed,66,short,True,rbSpeed = payloadBB.getShort(66);
Created4V3,RecMotor,10090,169,rbVolts,68,short,True,rbVolts = ((float) payloadBB.getShort(68)) / 10.0f;
Created4V3,RecMotor,10090,169,rbTemp,70,short,True,rbTemp = payloadBB.getShort(70);
Created4V3,RecMotor,10090,169,rbPPM_recv,72,short,True,rbPPM_recv = payloadBB.getShort(72);
Created4V3,RecMotor,10090,169,rbV_out,74,short,True,rbV_out = ((float) payloadBB.getShort(74)) / 10.0f;
Created4V3,RecMotor,10090,169,rbPPM_send,82,UInt16,True,rbPPM_send = _payload.getUnsignedShort(82);
Created4V3,RecMotor,10090,185,rfCurrent,1,short,True,rfCurrent = ((float) payloadBB.getShort(1)) / 100.0f;
Created4V3,RecMotor,10090,185,rfSpeed,3,short,True,rfSpeed = payloadBB.getShort(3);
Created4V3,RecMotor,10090,185,rfVolts,5,short,True,rfVolts = ((float) payloadBB.getShort(5)) / 10.0f;
Created4V3,RecMotor,10090,185,rfTemp,7,short,True,rfTemp = payloadBB.getShort(7);
Created4V3,RecMotor,10090,185,rfPPM_recv,9,short,True,rfPPM_recv = payloadBB.getShort(9);
Created4V3,RecMotor,10090,185,rfV_out,11,short,True,rfV_out = ((float) payloadBB.getShort(11)) / 10.0f;
Created4V3,RecMotor,10090,185,rfPPM_send,19,UInt16,True,rfPPM_send = _payload.getUnsignedShort(19);
Created4V3,RecMotor,10090,185,lfCurrent,24,short,True,lfCurrent = ((float) payloadBB.getShort(24)) / 100.0f;
Created4V3,RecMotor,10090,185,lfSpeed,26,short,True,lfSpeed = payloadBB.getShort(26);
Created4V3,RecMotor,10090,185,lfVolts,28,short,True,lfVolts = ((float) payloadBB.getShort(28)) / 10.0f;
Created4V3,RecMotor,10090,185,lfTemp,30,short,True,lfTemp = payloadBB.getShort(30);
Created4V3,RecMotor,10090,185,lfPPM_recv,32,short,True,lfPPM_recv = payloadBB.getShort(32);
Created4V3,RecMotor,10090,185,lfV_out,34,short,True,lfV_out = ((float) payloadBB.getShort(34)) / 10.0f;
Created4V3,RecMotor,10090,185,lfPPM_send,42,UInt16,True,lfPPM_send = _payload.getUnsignedShort(42);
Created4V3,RecMotor,10090,185,lbCurrent,47,short,True,lbCurrent = ((float) payloadBB.getShort(47)) / 100.0f;
Created4V3,RecMotor,10090,185,lbSpeed,49,short,True,lbSpeed = payloadBB.getShort(49);
Created4V3,RecMotor,10090,185,lbVolts,51,short,True,lbVolts = ((float) payloadBB.getShort(51)) / 10.0f;
Created4V3,RecMotor,10090,185,lbTemp,53,short,True,lbTemp = payloadBB.getShort(53);
Created4V3,RecMotor,10090,185,lbPPM_recv,55,short,True,lbPPM_recv = payloadBB.getShort(55);
Created4V3,RecMotor,10090,185,lbV_out,57,short,True,lbV_out = ((float) payloadBB.getShort(57)) / 10.0f;
Created4V3,RecMotor,10090,185,lbPPM_send,65,UInt16,True,lbPPM_send = _payload.getUnsignedShort(65);
Created4V3,RecMotor,10090,185,rbCurrent,70,short,True,rbCurrent = ((float) payloadBB.getShort(70)) / 100.0f;
Created4V3,RecMotor,10090,185,rbSpeed,72,short,True,rbSpeed = payloadBB.getShort(72);
Created4V3,RecMotor,10090,185,rbVolts,74,short,True,rbVolts = ((float) payloadBB.getShort(74)) / 10.0f;
Created4V3,RecMotor,10090,185,rbTemp,76,short,True,rbTemp = payloadBB.getShort(76);
Created4V3,RecMotor,10090,185,rbPPM_recv,78,short,True,rbPPM_recv = payloadBB.getShort(78);
Created4V3,RecMotor,10090,185,rbV_out,80,short,True,rbV_out = ((float) payloadBB.getShort(80)) / 10.0f;
Created4V3,RecMotor,10090,185,rbPPM_send,88,UInt16,True,rbPPM_send = _payload.getUnsignedShort(88);
Created4V3,RecMotor,10090,185,rfCurrent,1,short,True,rfCurrent = ((float) payloadBB.getShort(1)) / 100.0f;
Created4V3,RecMotor,10090,185,rfSpeed,3,short,True,rfSpeed = payloadBB.getShort(3);
Created4V3,RecMotor,10090,185,rfVolts,5,short,True,rfVolts = ((float) payloadBB.getShort(5)) / 10.0f;
Created4V3,RecMotor,10090,185,rfTemp,7,short,True,rfTemp = payloadBB.getShort(7);
Created4V3,RecMotor,10090,185,rfPPM_recv,9,short,True,rfPPM_recv = payloadBB.getShort(9);
Created4V3,RecMotor,10090,185,rfV_out,11,short,True,rfV_out = ((float) payloadBB.getShort(11)) / 10.0f;
Created4V3,RecMotor,10090,185,rfPPM_send,19,UInt16,True,rfPPM_send = _payload.getUnsignedShort(19);
Created4V3,RecMotor,10090,185,lfCurrent,24,short,True,lfCurrent = ((float) payloadBB.getShort(24)) / 100.0f;
Created4V3,RecMotor,10090,185,lfSpeed,26,short,True,lfSpeed = payloadBB.getShort(26);
Created4V3,RecMotor,10090,185,lfVolts,28,short,True,lfVolts = ((float) payloadBB.getShort(28)) / 10.0f;
Created4V3,RecMotor,10090,185,lfTemp,30,short,True,lfTemp = payloadBB.getShort(30);
Created4V3,RecMotor,10090,185,lfPPM_recv,32,short,True,lfPPM_recv = payloadBB.getShort(32);
Created4V3,RecMotor,10090,185,lfV_out,34,short,True,lfV_out = ((float) payloadBB.getShort(34)) / 10.0f;
Created4V3,RecMotor,10090,185,lfPPM_send,42,UInt16,True,lfPPM_send = _payload.getUnsignedShort(42);
Created4V3,RecMotor,10090,185,lsCurrent,47,short,True,lsCurrent = ((float) payloadBB.getShort(47)) / 100.0f;
Created4V3,RecMotor,10090,185,lsSpeed,49,short,True,lsSpeed = payloadBB.getShort(49);
Created4V3,RecMotor,10090,185,lsVolts,51,short,True,lsVolts = ((float) payloadBB.getShort(51)) / 10.0f;
Created4V3,RecMotor,10090,185,lsTemp,53,short,True,lsTemp = payloadBB.getShort(53);
Created4V3,RecMotor,10090,185,lsPPM_recv,55,short,True,lsPPM_recv = payloadBB.getShort(55);
Created4V3,RecMotor,10090,185,lsV_out,57,short,True,lsV_out = ((float) payloadBB.getShort(57)) / 10.0f;
Created4V3,RecMotor,10090,185,lsPPM_send,65,UInt16,True,lsPPM_send = _payload.getUnsignedShort(65);
Created4V3,RecMotor,10090,185,lbCurrent,70,short,True,lbCurrent = ((float) payloadBB.getShort(70)) / 100.0f;
Created4V3,RecMotor,10090,185,lbSpeed,72,short,True,lbSpeed = payloadBB.getShort(72);
Created4V3,RecMotor,10090,185,lbVolts,74,short,True,lbVolts = ((float) payloadBB.getShort(74)) / 10.0f;
Created4V3,RecMotor,10090,185,lbTemp,76,short,True,lbTemp = payloadBB.getShort(76);
Created4V3,RecMotor,10090,185,lbPPM_recv,78,short,True,lbPPM_recv = payloadBB.getShort(78);
Created4V3,RecMotor,10090,185,lbV_out,80,short,True,lbV_out = ((float) payloadBB.getShort(80)) / 10.0f;
Created4V3,RecMotor,10090,185,lbPPM_send,88,UInt16,True,lbPPM_send = _payload.getUnsignedShort(88);
Created4V3,RecMotor,10090,185,rbCurrent,93,short,True,rbCurrent = ((float) payloadBB.getShort(93)) / 100.0f;
Created4V3,RecMotor,10090,185,rbSpeed,95,short,True,rbSpeed = payloadBB.getShort(95);
Created4V3,RecMotor,10090,185,rbVolts,97,short,True,rbVolts = ((float) payloadBB.getShort(97)) / 10.0f;
Created4V3,RecMotor,10090,185,rbTemp,99,short,True,rbTemp = payloadBB.getShort(99);
Created4V3,RecMotor,10090,185,rbPPM_recv,101,short,True,rbPPM_recv = payloadBB.getShort(101);
Created4V3,RecMotor,10090,185,rbV_out,103,short,True,rbV_out = ((float) payloadBB.getShort(103)) / 10.0f;
Created4V3,RecMotor,10090,185,rbPPM_send,111,UInt16,True,rbPPM_send = _payload.getUnsignedShort(111);
Created4V3,RecMotor,10090,185,rsCurrent,116,short,True,rsCurrent = ((float) payloadBB.getShort(116)) / 100.0f;
Created4V3,RecMotor,10090,185,rsSpeed,118,short,True,rsSpeed = payloadBB.getShort(118);
Created4V3,RecMotor,10090,185,rsVolts,120,short,True,rsVolts = ((float) payloadBB.getShort(120)) / 10.0f;
Created4V3,RecMotor,10090,185,rsTemp,122,short,True,rsTemp = payloadBB.getShort(122);
Created4V3,RecMotor,10090,185,rsPPM_recv,124,short,True,rsPPM_recv = payloadBB.getShort(124);
Created4V3,RecMotor,10090,185,rsV_out,126,short,True,rsV_out = ((float) payloadBB.getShort(126)) / 10.0f;
Created4V3,RecMotor,10090,185,rsPPM_send,134,UInt16,True,rsPPM_send = _payload.getUnsignedShort(134);
Created4V3,RecRCStat,1700,17,fail_safe,2,byte,True,fail_safe = _payload.getUnsignedByte(2);
Created4V3,RecRCStat,1700,17,rec_cnt,7,int,True,rec_cnt = ((long) payloadBB.getInt(7) & 0xffffffffL);
Created4V3,RecRCStat,1700,18,rec_cnt,7,int,True,rec_cnt = ((long) payloadBB.getInt(7) & 0xffffffffL);
Created4V3,RecRCStat,1700,25,fail_safe,2,byte,True,fail_safe = _payload.getUnsignedByte(2);
Created4V3,RecRCStat,1700,25,rec_cnt,7,int,True,rec_cnt = ((long) payloadBB.getInt(7) & 0xffffffffL);
Created4V3,RecRCStat,1700,48,rec_cnt,7,int,True,rec_cnt = ((long) payloadBB.getInt(7) & 0xffffffffL);
Created4V3,RecRCStat,1700,78,rec_cnt,50,int,True,rec_cnt = ((long) payloadBB.getInt(50) & 0xffffffffL);
Created4V3,RecRCStat,1700,82,rec_cnt,42,int,True,rec_cnt = ((long) payloadBB.getInt(42) & 0xffffffffL);
Created4V3,RecSmartBatt,1712,10,goHomeBatt,2,UInt16,True,goHomeBatt = _payload.getUnsignedShort(2);
Created4V3,RecSmartBatt,1712,10,landBatt,4,UInt16,True,landBatt = _payload.getUnsignedShort(4);
Created4V3,RecSmartBatt,1712,10,goHomeTime,6,UInt16,True,goHomeTime = _payload.getUnsignedShort(6);
Created4V3,RecSmartBatt,1712,10,landTime,8,UInt16,True,landTime = _payload.getUnsignedShort(8);
Created4V3,RecSVOAVOID,1121,15,osd_avoid_obstacle_enable,0,byte,True,osd_avoid_obstacle_enable = _payload.getUnsignedByte(0);
Created4V3,RecSVOAVOID,1121,15,osd_user_avoid_enable,1,byte,True,osd_user_avoid_enable = _payload.getUnsignedByte(1);
Created4V3,RecSVOAVOID,1121,15,osd_avoid_obstacle_work_flag,2,byte,True,osd_avoid_obstacle_work_flag = _payload.getUnsignedByte(2);
Created4V3,RecSVOAVOID,1121,15,osd_emergency_brake_work_flag,3,byte,True,osd_emergency_brake_work_flag = _payload.getUnsignedByte(3);
Created4V3,RecSVOAVOID,1121,15,go_home_avoid_enable,4,byte,True,go_home_avoid_enable = _payload.getUnsignedByte(4);
Created4V3,RecSVOAVOID,1121,15,avoid_ground_force_landing_flag,5,byte,True,avoid_ground_force_landing_flag = _payload.getUnsignedByte(5);
Created4V3,RecSVOAVOID,1121,15,radius_limit_work_flag,6,byte,True,radius_limit_work_flag = _payload.getUnsignedByte(6);
Created4V3,RecSVOAVOID,1121,15,airport_limit_work_flag,7,byte,True,airport_limit_work_flag = _payload.getUnsignedByte(7);
Created4V3,RecSVOAVOID,1121,15,avoid_obstacle_work_flag,8,byte,True,avoid_obstacle_work_flag = _payload.getUnsignedByte(8);
Created4V3,RecSVOAVOID,1121,15,horiz_near_boundary_flag,9,byte,True,horiz_near_boundary_flag = _payload.getUnsignedByte(9);
Created4V3,RecSVOAVOID,1121,15,is_avoid_overshoot_act_flag,10,byte,True,is_avoid_overshoot_act_flag = _payload.getUnsignedByte(10);
Created4V3,RecSVOAVOID,1121,15,vert_low_limit_work_flag,11,byte,True,vert_low_limit_work_flag = _payload.getUnsignedByte(11);
Created4V3,RecSVOAVOID,1121,15,vert_airport_limit_work_flag,12,byte,True,vert_airport_limit_work_flag = _payload.getUnsignedByte(12);
Created4V3,RecSVOAVOID,1121,15,roof_limit_flag,13,byte,True,roof_limit_flag = _payload.getUnsignedByte(13);
Created4V3,RecSVOAVOID,1121,15,hit_ground_limit_work_flag,14,byte,True,hit_ground_limit_work_flag = _payload.getUnsignedByte(14);
FromOtherV3Dats,aircraft_condition,1001,8,int_fsm,0,byte,True,int_fsm = _payload.getUnsignedByte(0);
FromOtherV3Dats,aircraft_condition,1001,8,fsm_state,1,byte,True,fsm_state = _payload.getUnsignedByte(1);
FromOtherV3Dats,aircraft_condition,1001,8,last_fsm,2,byte,True,last_fsm = _payload.getUnsignedByte(2);
FromOtherV3Dats,aircraft_condition,1001,8,near_gnd,3,byte,True,near_gnd = _payload.getUnsignedByte(3);
FromOtherV3Dats,aircraft_condition,1001,8,UP_state,4,byte,True,UP_state = _payload.getUnsignedByte(4);
FromOtherV3Dats,aircraft_condition,1001,8,land_state,5,byte,True,land_state = _payload.getUnsignedByte(5);
FromOtherV3Dats,aircraft_condition,1001,8,safe_fltr,6,short,True,safe_fltr = _payload.getShort(6);
FromOtherV3Dats,ATTI_MINI,2208,40,s_qw0,0,float,True,s_qw0 = _payload.getFloat(0);
FromOtherV3Dats,ATTI_MINI,2208,40,s_qx0,4,float,True,s_qx0 = _payload.getFloat(4);
FromOtherV3Dats,ATTI_MINI,2208,40,s_qy0,8,float,True,s_qy0 = _payload.getFloat(8);
FromOtherV3Dats,ATTI_MINI,2208,40,s_qz0,12,float,True,s_qz0 = _payload.getFloat(12);
FromOtherV3Dats,ATTI_MINI,2208,40,s_pgz0,16,float,True,s_pgz0 = _payload.getFloat(16);
FromOtherV3Dats,ATTI_MINI,2208,40,s_vgz0,20,float,True,s_vgz0 = _payload.getFloat(20);
FromOtherV3Dats,ATTI_MINI,2208,40,s_agz0,24,float,True,s_agz0 = _payload.getFloat(24);
FromOtherV3Dats,ATTI_MINI,2208,40,s_rsv00,28,UInt32,True,s_rsv00 = _payload.getUnsignedInt(28);
FromOtherV3Dats,ATTI_MINI,2208,40,s_rsv10,32,UInt32,True,s_rsv10 = _payload.getUnsignedInt(32);
FromOtherV3Dats,ATTI_MINI,2208,40,s_cnt0,36,UInt32,True,s_cnt0 = _payload.getUnsignedInt(36);
FromOtherV3Dats,ATTI_MINI,2209,40,s_qw1,0,float,True,s_qw1 = _payload.getFloat(0);
FromOtherV3Dats,ATTI_MINI,2209,40,s_qx1,4,float,True,s_qx1 = _payload.getFloat(4);
FromOtherV3Dats,ATTI_MINI,2209,40,s_qy1,8,float,True,s_qy1 = _payload.getFloat(8);
FromOtherV3Dats,ATTI_MINI,2209,40,s_qz1,12,float,True,s_qz1 = _payload.getFloat(12);
FromOtherV3Dats,ATTI_MINI,2209,40,s_pgz1,16,float,True,s_pgz1 = _payload.getFloat(16);
FromOtherV3Dats,ATTI_MINI,2209,40,s_vgz1,20,float,True,s_vgz1 = _payload.getFloat(20);
FromOtherV3Dats,ATTI_MINI,2209,40,s_agz1,24,float,True,s_agz1 = _payload.getFloat(24);
FromOtherV3Dats,ATTI_MINI,2209,40,s_rsv01,28,UInt32,True,s_rsv01 = _payload.getUnsignedInt(28);
FromOtherV3Dats,ATTI_MINI,2209,40,s_rsv11,32,UInt32,True,s_rsv11 = _payload.getUnsignedInt(32);
FromOtherV3Dats,ATTI_MINI,2209,40,s_cnt1,36,UInt32,True,s_cnt1 = _payload.getUnsignedInt(36);
FromOtherV3Dats,Controller,1000,39,ctrl_tick,0,UInt32,True,ctrl_tick = _payload.getUnsignedInt(0);
FromOtherV3Dats,Controller,1000,39,ctrl_pitch,4,short,True,ctrl_pitch = _payload.getShort(4);
FromOtherV3Dats,Controller,1000,39,ctrl_roll,6,short,True,ctrl_roll = _payload.getShort(6);
FromOtherV3Dats,Controller,1000,39,ctrl_yaw,8,short,True,ctrl_yaw = _payload.getShort(8);
FromOtherV3Dats,Controller,1000,39,ctrl_thr,10,short,True,ctrl_thr = _payload.getShort(10);
FromOtherV3Dats,Controller,1000,39,ctrl_mode,12,byte,True,ctrl_mode = _payload.getUnsignedByte(12);
FromOtherV3Dats,Controller,1000,39,mode_switch,13,byte,True,mode_switch = _payload.getUnsignedByte(13);
FromOtherV3Dats,Controller,1000,39,motor_state,14,byte,True,motor_state = _payload.getUnsignedByte(14);
FromOtherV3Dats,Controller,1000,39,sig_level,15,byte,True,sig_level = _payload.getUnsignedByte(15);
FromOtherV3Dats,Controller,1000,39,ctrl_level,16,byte,True,ctrl_level = _payload.getUnsignedByte(16);
FromOtherV3Dats,Controller,1000,39,sim_model,17,byte,True,sim_model = _payload.getUnsignedByte(17);
FromOtherV3Dats,Controller,1000,39,max_height,18,UInt16,True,max_height = _payload.getUnsignedShort(18);
FromOtherV3Dats,Controller,1000,39,max_radius,20,UInt16,True,max_radius = _payload.getUnsignedShort(20);
FromOtherV3Dats,Controller,1000,39,D2H_x,22,float,True,D2H_x = _payload.getFloat(22);
FromOtherV3Dats,Controller,1000,39,D2H_y,26,float,True,D2H_y = _payload.getFloat(26);
FromOtherV3Dats,Controller,1000,39,act_req_id,30,byte,True,act_req_id = _payload.getUnsignedByte(30);
FromOtherV3Dats,Controller,1000,39,act_act_id,31,byte,True,act_act_id = _payload.getUnsignedByte(31);
FromOtherV3Dats,Controller,1000,39,cmd_mod,32,byte,True,cmd_mod = _payload.getUnsignedByte(32);
FromOtherV3Dats,Controller,1000,39,mod_req_id,33,byte,True,mod_req_id = _payload.getUnsignedByte(33);
FromOtherV3Dats,Controller,1000,39,fw_flag,34,byte,True,fw_flag = _payload.getUnsignedByte(34);
FromOtherV3Dats,Controller,1000,39,mot_sta,35,byte,True,mot_sta = _payload.getUnsignedByte(35);
FromOtherV3Dats,Controller,1000,39,OH_take,36,byte,True,OH_take = _payload.getUnsignedByte(36);
FromOtherV3Dats,Controller,1000,39,rc_cnt,37,byte,True,rc_cnt = _payload.getUnsignedByte(37);
FromOtherV3Dats,Controller,1000,39,sup_rc,38,byte,True,sup_rc = _payload.getUnsignedByte(38);
FromOtherV3Dats,err_code,112,35,imu1_break,0,byte,True,imu1_break = _payload.getUnsignedByte(0);
FromOtherV3Dats,err_code,112,35,imu2_break,1,byte,True,imu2_break = _payload.getUnsignedByte(1);
FromOtherV3Dats,err_code,112,35,gcm0_break,2,byte,True,gcm0_break = _payload.getUnsignedByte(2);
FromOtherV3Dats,err_code,112,35,gcm1_break,3,byte,True,gcm1_break = _payload.getUnsignedByte(3);
FromOtherV3Dats,err_code,112,35,gcm2_break,4,byte,True,gcm2_break = _payload.getUnsignedByte(4);
FromOtherV3Dats,err_code,112,35,imu0_fault,5,byte,True,imu0_fault = _payload.getUnsignedByte(5);
FromOtherV3Dats,err_code,112,35,imu1_fault,6,byte,True,imu1_fault = _payload.getUnsignedByte(6);
FromOtherV3Dats,err_code,112,35,imu2_fault,7,byte,True,imu2_fault = _payload.getUnsignedByte(7);
FromOtherV3Dats,err_code,112,35,gcm0_fault,8,byte,True,gcm0_fault = _payload.getUnsignedByte(8);
FromOtherV3Dats,err_code,112,35,gcm1_fault,9,byte,True,gcm1_fault = _payload.getUnsignedByte(9);
FromOtherV3Dats,err_code,112,35,gcm2_fault,10,byte,True,gcm2_fault = _payload.getUnsignedByte(10);
FromOtherV3Dats,err_code,112,35,mc_fault,11,byte,True,mc_fault = _payload.getUnsignedByte(11);
FromOtherV3Dats,err_code,112,35,mc_dev,12,byte,True,mc_dev = _payload.getUnsignedByte(12);
FromOtherV3Dats,err_code,112,35,mc_err,13,byte,True,mc_err = _payload.getUnsignedByte(13);
FromOtherV3Dats,err_code,112,35,mc_act,14,byte,True,mc_act = _payload.getUnsignedByte(14);
FromOtherV3Dats,err_code,112,35,imu_stat,15,byte,True,imu_stat = _payload.getUnsignedByte(15);
FromOtherV3Dats,err_code,112,35,mag_stat,16,byte,True,mag_stat = _payload.getUnsignedByte(16);
FromOtherV3Dats,err_code,112,35,imu0_dev,17,byte,True,imu0_dev = _payload.getUnsignedByte(17);
FromOtherV3Dats,err_code,112,35,imu0_err,18,byte,True,imu0_err = _payload.getUnsignedByte(18);
FromOtherV3Dats,err_code,112,35,imu0_act,19,byte,True,imu0_act = _payload.getUnsignedByte(19);
FromOtherV3Dats,err_code,112,35,imu1_dev,20,byte,True,imu1_dev = _payload.getUnsignedByte(20);
FromOtherV3Dats,err_code,112,35,imu1_err,21,byte,True,imu1_err = _payload.getUnsignedByte(21);
